title;rating;chapters;description;url
Reincarnation of the Martial God;;50;Betrayed and slain by those he once called allies, the legendary Martial God Seon Hwayoon is reincarnated as a prince of the Solar Palace. In his past life, he built an empire of justice, only to be murdered by his sworn brother and trusted comrades. Now reborn, he sharpens the blade of vengeance to reclaim his honor and exact revenge on those who betrayed him.. The age of reckoning begins.;https://demonicscans.org/manga/Reincarnation-of-the-Martial-God
Reincarnation of the Online Game Addict ~ I Can't Use the Overpowered Fists That Made Me the Fist King, so Now I Swing a Club for Eight Hours a Day;;33;N/A;https://demonicscans.org/manga/Reincarnation-of-the-Online-Game-Addict-%257E-I-Can%2527t-Use-the-Overpowered-Fists-That-Made-Me-the-Fist-King%252C-so-Now-I-Swing-a-Club-for-Eight-Hours-a-Day
Resurrection Boy;;30;A boy with a Resurrection Heart. Not even hundreds of deaths could kill him. Now, Jio sets his sights on the research lab that suppressed him and his friends their entire lives.;https://demonicscans.org/manga/Resurrection-Boy
Return From The Abyss;;40;"""I shall wait for you at the edge of the Abyss..."" That is what a mysterious man said to Sora Mukujima in one of his dreams. Sora lived a modest life together with his parents, until one day, that peaceful life fell apart. A massive tower appeared. His brother, a soldier, was unreachable. And monsters began to attack suddenly. When he was in a desperate situation, the man from his dream appeared before him. And when he woke up next, he was in an unfamiliar place. It was a different world called the ""Abyss"", just as the man had called it in his dream. In order to return to his original world and save his family, Sora vows to challenge the Abyss, fight, and grow stronger at all costs!";https://demonicscans.org/manga/Return-From-The-Abyss
Return of the Adopted Child in a World of Bloodline Supremacy;;51;"In a world where worth is measured by bloodline, and magic is a privilege hoarded by the nobility, hope was born in the lowest of places... When the Demons invaded, the illusion of noble supremacy shattered. Their magic--once thought absolute--proved useless against the tide of destruction. Cities fell, screams echoed across the land, and humanity stood on the brink of extinction. But within that despair... rose someone who was never meant to bow. Colin--a former slave--carved his path with nothing but his blade, rising to become the strongest swordsman the world had ever known. And in his final moments, as death closed in, fate placed a miracle in his hands... the ""Forbidden Grimoire""--a cursed tome that grants magic to anyone, even those denied it all their lives. He opened his eyes... Only to find himself five years in the past--once again a powerless boy, but now carrying memories of ruin... and power no longer out of reach. This isn't just a second chance. It's a declaration of war. This time, Colin won't repeat his mistakes. He won't stand by and watch the world crumble. He will break the rules, defy fate, and rise beyond the limits of both sword and sorcery. A blade in one hand... and magic in the other... The Magic Swordsman has been reborn. And this time... he will decide how the story ends.";https://demonicscans.org/manga/Return-of-the-Adopted-Child-in-a-World-of-Bloodline-Supremacy
Return of the Apocalypse-Class Death Knight;;85;"Damian Haxen was a man born with a talent destined to go down in history. However, he was transformed into a Death Knight by a dark mage, Archlich Dorgo, and was forced to live like a slave. By the archlich's command, he slaughtered his family with his own hands and brought ruin to every kingdom. Just as the entire world was about to fall under the archlich's control, Damian regained his consciousness, but it was already too late. Right when he was ready to give up everything, a miracle happened. Regression. Now back to the time before it all began, his goal was clear. ""This time, I'll live only for my family's happiness and future. Of course..."" He would purge all traces of the filthy dark mage and make him taste hell first!";https://demonicscans.org/manga/Return-of-the-Apocalypse%25252DClass-Death-Knight
Return of the First Patriarch: The Strongest Reincarnates into His Descendant 1000 Years Later;;54;"Gilphas Eldragon, the founding patriarch of the Eldragon family, dedicated his entire life to the pursuit of absolute strength. In search of eternal combat, he consumed a legendary fruit rumored to grant immortality under the protection of the divine dragon. Yet the rumor was false--Gilphas aged, and in the end, passed away in his son's arms. Or so it seemed. When he next opened his eyes, Gilphas found himself reborn a thousand years later as Zeke Eldragon, heir to his own bloodline. But the world had changed: the Eldragon clan now thrived under a ruthless creed of survival of the fittest, and a new threat known as the ""Chaos"" loomed over humanity. Faced with an unfamiliar era and even greater enemies, the ancient warrior feels only exhilaration. For Gilphas--now Zeke--this is the chance he longed for: ""This time, I will witness the true end of martial strength!""";https://demonicscans.org/manga/Return-of-the-First-Patriarch%253A-The-Strongest-Reincarnates-into-His-Descendant-1000-Years-Later
Return of the Immortal Monk;;90;"""He eats poison instead of food three times a day... and still won't die?"" An immortal monk who couldn't die no matter how hard he tried -- finally meets his end... or so he thought. Reborn as a third-rate bodyguard in a brothel in Shandong, he finds that his powerful martial arts still lie dormant within him. Amidst chaos in the martial world, political strife for the throne, and enemies from his past life returning -- Cheongpung must fight once again to reclaim his power. Will he be able to reclaim his martial arts from his immortal monk days -- and finally reach Nirvana? The legend of the immortal monk begins anew!";https://demonicscans.org/manga/Return-of-the-Immortal-Monk
Returning Student;;53;Im Cheol, who was a legend in middle school, returns to school to seek revenge after learning that his friend Kim Sol, committed suicide due to school violence. However, his revenge is disrupted when Seo Ha-Yoon, who was like an older sister to him in the orphanage, is assigned to the same school as his teacher.;https://demonicscans.org/manga/Returning-Student
Revenge of the Unrivaled Streamer;;31;"In a modern world where there are doors that lead to ""dungeons"" and ""Awakened People"" fight to conquer them, the powerless protagonist, Akagi Enma, supports his awakened sister Ayumi who streams her dungeon raids. One day, the siblings are attacked by unknown assailants. When Enma regains his consciousness, the first thing he sees is Ayumi's lifeless body, brutally murdered... Seething with rage and a thirst for revenge, a mysterious demon called Vox suddenly appears before him. Determined to do whatever it takes to get revenge, Enma makes a contract with Vox and obtains a unique ability: ""the more he is flamed, the stronger he becomes."" In order to hunt down the man who killed his sister, Enma makes a name for himself as a ""cancel-worthy"" streamer by dealing with the evil the law cannot touch and runs rampant that is found in the dungeons.";https://demonicscans.org/manga/Revenge-of-the-Unrivaled-Streamer
Revenge of the wrongly accused;;54;"Gaku Tojo was cast into the depths of hell for a crime he didn't commit. Branded a murderer for a crime he had no part in, he was thrown behind bars. Even his parents, who fought tirelessly to prove his innocence, were murdered in a cold-blooded scheme orchestrated by the mastermind behind it all. On the brink of despair, he embraced a ""madness"" born of survival. Unfazed by the brutal torment within the prison walls, he retaliated with ruthless precision. His cold-blooded courage eventually transformed him into a figure feared by every inmate. --And then, he breaks free. After a life-or-death prison break, Gaku begins to uncover the truth behind his parents' deaths and the full extent of the frame-up that ruined his life. Who was the real killer behind that case? Will Gaku Tojo sacrifice everything to finally have his revenge...?!";https://demonicscans.org/manga/Revenge-of-the-wrongly-accused
Rise of the Devourer;;51;Noah Brown has a gift for fighting. Unfortunately, punching things doesn't pay his bills. At least, that was the case until he dies and an Eldritch god finds his soul. The strange encounter brings him to a new world, summoned by bloody cultists. He's got nothing but the shirt on his back and a strange item of unknown power he isn't yet sure how to use. If he wants to survive, maybe even thrive, perhaps it's time he finally put his gift to good use. Art by Kisai Entertainment.;https://demonicscans.org/manga/Rise-of-the-Devourer
Rise of the Sect Master;;90;Bai Yu wakes up to find that he has transmigrated and become the head of the Baiyu Sect. He soon discovers that any items he gifts to his disciple will be returned to him by the system in a hundredfold, thousandfold, and even more. With the help of this system, Bai Yu gradually earns the respect of those who once looked down on him.;https://demonicscans.org/manga/Rise-of-the-Sect-Master
S-Class Butler;;52;"Butler Kim is the raid leader of the VR game Metariaand in real life the guardian of two cats. One day, a mysterious boss forces him into the unwanted Butler class, where he must serve monsters and do menial chores. Just as he begins adjusting to this strange new role, an unbelievable truth is revealed: ""A cat... logged into the game?!"" His beloved pet Peechu has entered Metaria. But Peechu is not just Peechu. The ""Master"" who reclassified Butler Kim and has been giving him orders is actually Kalinas, the Incarnation of Darkness, now trapped inside the cat's body. With the world's balance at stake, Butler Kim is tasked with carrying out Kalinas's dark mission. Yet instead of worrying about the will of darkness, is he simply happy to adventure through a fantasy world with Peechu?";https://demonicscans.org/manga/S%25252DClass-Butler
S-Class Hunter Heals with Monsters;;52;"For decades, I was a mindless Chimera Hunter--a weapon forged and discarded. But after dying in the depths of a monster-infested gate, I woke up... human. Now, as Cheon Dowoon, I just wanted peace--a quiet life, a warm cup of tea, and zero demonic nonsense. Too bad fate had other plans. First, a lost hellhound dug up my garden. Then, a snarky shadow beast started napping on my porch. Worst of all? My old ""acquaintances"" keep showing up--some begging for help, others... for my head. Revenge? Survival? Please. I just want to put on pants first. --A former killing machine's ""relaxing"" second life begins... in a front yard that's basically monster daycare.";https://demonicscans.org/manga/S%25252DClass-Hunter-Heals-with-Monsters
Sandmancer of the Scorched Desert;;30;"[By the Author that brought you Legend of the Northern Blade and Reaper of the Drifting Moon!] ""My name is Zeon. My weapon is the entire desert."" Earth was forcefully terraformed. The oceans evaporated, and the land turned to sand. Zeon is the only sand mage left on this desertified Earth. The world calls him the ""Sand Wraith.""";https://demonicscans.org/manga/Sandmancer-of-the-Scorched-Desert
Secret Family;;75;A 17-year-old named Kang Geon transfers to an elite high school attended only by the top 0.1% of South Korea.Trained since the age of five in North Korea as a human weapon and a genius secret agent, he's given a mission to infiltrate South Korea's high society and build connections.But making friends turns out to be the bigger challenge.Living under the guise of a family with his father, a hacker watched by nations, and his mother a legendary assassin, he navigates a spy-action drama in search of true happiness.;https://demonicscans.org/manga/Secret-Family
Sha-MONEY-ism;;56;"""True first-class shamans play in Yeouido."" In Korea's financial district of Yeouido, investment firms rake in billions by employing real shamans who can foresee stock movements. These firms have become the stage for elite spiritual power brokers. Chun Ji-seung, a poor boy, is scouted as a shaman who can curse stock prices using dark rituals. His unique ability propels him into the cutthroat world of high finance, where money and mysticism collide. This is the story of his rise through the bizarre world of corporate exorcism and stock market sorcery.";https://demonicscans.org/manga/Sha%25252DMONEY%25252Dism
Sisters-in-law, I'm Really Not Stupid Anymore;;45;After pretending to be a stupid for five years, I struck back and annihilated my enemies, rising to the peak! Now that the truth is revealed, it's my turn to protect all of you for the rest of your lives!My entire family of ten was slaughtered, and now seven stunning women insist on marrying me?;https://demonicscans.org/manga/Sisters%25252Din%25252Dlaw%252C-I%2527m-Really-Not-Stupid-Anymore
So, Did Someone Force You to Become the Heavenly Demon;;56;A ninth-grade civil servant, Seo Jihoon, only ever wished for a long, quiet, and peaceful life. But after being fatally stabbed by a violent petitioner, the place where he opened his eyes again was none other than a martial world where martial arts truly existed. Even there, he only wanted to live quietly… Until he encountered the one man he should never have crossed paths with. “Choose. Die here, or become my disciple.” An old man who pressed a blade to his throat without warning. His true identity, the cult leader of the Heavenly Demon Sect. Thinking survival comes first before anything else, Seo Jihoon had no choice but to become part of the Heavenly Demon. Once a capable public servant, he grew into an unrivaled talent within the sect, armed with powerful martial arts and sharp intellect. But why does the work keep piling up? Why does he keep getting promoted?! His original goal was simply a peaceful life, yet somehow, his second life is racing down the path of the Heavenly Demon. Will he ever be able to find the life he truly desires in this world?;https://demonicscans.org/manga/So%252C-Did-Someone-Force-You-to-Become-the-Heavenly-Demon
Spirit Realm Wanderer;;60;"Since time immemorial, it has been said that there exists a Spirit Realm. Throughout the dynasties, renowned scholars and literati have spoken of it in various ways, and a poem records: ""From Qi to Tang, this mountain grew desolate, the Spirit Realm lay silent, seldom visited by man. The Spirit Realm cannot be described, its ghostly craftsmanship is hard to seek.""";https://demonicscans.org/manga/Spirit-Realm-Wanderer
Starting With 13 Hidden Traits;;45;In a world where the game and reality are becoming one, this is the story of a man who starts with 13 hidden traits.;https://demonicscans.org/manga/Starting-With-13-Hidden-Traits
Stella, the Princess Who Will Never Die;;41;Princess Stella, the princess of the Hill Valley Kingdom, who lost her father, the king, is in the middle of a battle for succession. After receiving a will that leaves the throne and most of the king's fortune to Stella, her sister-in-law Ishjia plots to assassinate Stella. However, every attempt to assassinate Stella ends in failure. Ishjia finds this puzzling, but then she notices something strange happening to Stella's body... (Source: Natalie, translated);https://demonicscans.org/manga/Stella%252C-the-Princess-Who-Will-Never-Die
Super Hero: Black Friday;;31;"The only superhuman with overwhelming power, ""Friday,"" has appeared! Because of this single hero, Earth now teeters on the brink of apocalypse. In the end, will it be Friday who destroys humanity-- or will humanity's own dark nature bring about its downfall?";https://demonicscans.org/manga/Super-Hero%253A-Black-Friday
Super Magic Academy's SS Rank Freshman;;30;An admission letter without a senders name forced Xiao Lin into a mysterious school called Dawn Academy. Here, learning to perceive elements and mastering swordsmanship are the basics, while concocting lethal or life-saving potions is a required course. As for the real core curriculum, it's far stranger than he ever imagined..;https://demonicscans.org/manga/Super-Magic-Academy%255C%2527s-SS-Rank-Freshman
Supreme Academy Genius;;109;Shuichi was born in modern society as an ordinary high school student. After losing his father, he struggled desperately to protect his mother and sister, but was brutally bullied at school and even lost his life in an unexpected accident. However, when he woke up, he found himself reborn as Lucas Ryan, a noble boy from another world! It seems that Lucas once incurred the wrath of the magic god and died without being granted magic. Shuichi's soul resides in Lucas's body, and at the same time, he receives the blessing of Mars, the god of war! However, in this world, magicians are revered and martial artists are looked down upon. Reborn as Lucas, he would rather not live a life of despise by those around him--that's the last thing he wanted! Shuichi will master martial arts as Lucas and seize glory with his fists.;https://demonicscans.org/manga/Supreme-Academy-Genius
Surviving the Inverted World with Omnipotent Skills;;33;The world's most popular game, AZURE LAND, suddenly ends its service. Soon after, monsters from the game begin appearing in the real world, blurring the line between reality and virtual reality. Shizuya Kakitsubata, the game's top commander, is caught in the chaos and must now fight to survive. Humanity, once the hunters, have become the hunted--and their survival is uncertain in this new, deadly reality;https://demonicscans.org/manga/Surviving-the-Inverted-World-with-Omnipotent-Skills
Sword-Devouring Swordmaster;;43;"Arhan Karavan lost everything he had to a swordmaster without even knowing why. Amidst the death-like despair, Arhan only had one way to get revenge... ""Devour swords and make the power that lies within yours."" ...thus began his tale of vengeance. The forgotten family name ""Karavan"" will resound once more.";https://demonicscans.org/manga/Sword%25252DDevouring-Swordmaster
The 100 Curses of House Illeston;;46;"As if being reincarnated into a generic fantasy webtoon wasn't enough, I have to be the 'Necromancer' who is sacrificed for the protagonist... Since it has come to this, it can't be helped. Even if I can't become a rich noble lady from a romance fantasy, I want to at least protect my life and live comfortably. Let's go to that place, the one full of curses and ghost stories. To the mansion of the villain, Archduke Illestone! ""I will break the curse on this mansion for you. In return, please raise me.""";https://demonicscans.org/manga/The-100-Curses-of-House-Illeston
The Absolute's Modern Life;;36;"The hunter ""Choi Kang-ho,"" once called a TR5 hero, loses his precious partner at the end of the Great War. After his partner's death, an egg is left behind in their place. Carrying that egg carefully, he disappears from the eyes of the world. Exactly 30 years later, at January 1st, 00:00, ""Seol-a"" is born from his partner's egg. And once again, ominous signs begin to appear. To protect the peace and raise Seol-a well, the Absolute of Cheorwon begins his modern life.";https://demonicscans.org/manga/The-Absolute%255C%2527s-Modern-Life
The Abyssal Game Architect;;30;N/A;https://demonicscans.org/manga/The-Abyssal-Game-Architect
The Almighty Trap Master;;47;"A world that suddenly transforms into a dungeon-- Tsukasa Ninomiya, a young man aspiring to become a Hunter, awakens to an S-rank job within the dungeon: ""Trap Master,"" a class that dominates all traps. Those who control traps are virtually invincible inside a dungeon. Using his abilities, Ninomiya seizes complete control of the terrain, annihilating monsters through devastating chains of traps--flames, massive boulders, chainsaws, and more. ""I'll set it for you. A death trap straight to hell--Death Trap!"" An over-the-top, exhilarating, one-man domination battle action story begins as he charges toward becoming the strongest in the world!";https://demonicscans.org/manga/The-Almighty-Trap-Master
The Art Student Who Lived Twice;;63;"Lee Jae-ha dreamed of becoming a successful designer-- but just as things were looking up, he was falsely accused of plagiarism and his world came crashing down. ""If only I could start over... like in those web novels..."" And in the blink of an eye, he does. He opens his eyes and finds himself 10 years in the past, back in art school, with all his memories and work experience from the future intact. Now armed with both a second chance and real-world wisdom, Jae-ha is determined to do it all differently: Build a name for himself on campus Land a job before anyone else And most importantly, clear his name once and for all No more regrets. No more failures. This time, he'll paint his own masterpiece of a life.";https://demonicscans.org/manga/The-Art-Student-Who-Lived-Twice
The Back-Alley Mage's Return;;46;"""One day, a wyvern flew overhead. The moment I saw it, I decided to retire."" Aster, once a notorious troublemaker from the slums, clawed his way into the esteemed mage family--House Declan. But craving freedom, he fled... only to be hunted down and killed. When he opens his eyes again, he's back in the slums, caught in the hazy border between life and death. ""This time, I'm going to build a library--no, a tower! Just like my old comrades dreamed of."" ""And for good measure, I'll display the Declan family's secret spellbook right on the first floor.""";https://demonicscans.org/manga/The-Back%25252DAlley-Mage%2527s-Return
The Berserker's Second Playthrough;;38;The protagonist, having possessed a berserker character within the game, has finally slain the Great Demon and cleared the ending after many events. He believed that was the end. However, before his eyes was not an exit to the real world but a [New Game+] button to start another run.;https://demonicscans.org/manga/The-Berserker%255C%2527s-Second-Playthrough
The Black-Haired U.S. Army General;;48;In 1911, the first Korean cadet enrolled at the United States Military Academy;https://demonicscans.org/manga/The-Black%25252DHaired-U.S.-Army-General
The Bottom-Feeder Scavenger's Revenge;;50;After the death of his sister, Low, who had always been known as a hanger-on, becomes an explorer to investigate the circumstances surrounding her death. When he nearly loses his life in a dungeon, he acquires a mysterious ability to dismantle (disassemble) the corpses of monsters, supplies, and even skills. By breaking down various things, Low grows stronger. Gradually, the mystery behind his sister's death also begins to unravel...;https://demonicscans.org/manga/The-Bottom%25252DFeeder-Scavenger%2527s-Revenge
The Brilliant Healer's New Life in the Shadows (MangaToon);;34;Born a poor man in the slums, Zenos never had opportunities in life, so he decides to forge his own opportunities by teaching himself the curative arts after a chance encounter with a healer. When an adventuring party led by a man named Aston extends him an invitation, Zenos is elated -- only to then be treated like dirt by his teammates. Despite Zenos's diligent efforts to hone his skills to nothing short of perfection, the party deems him useless and kicks him out. Bereft of money and options, Zenos starts an illegal clinic and becomes a shadow healer. Word of his healing genius spreads quickly throughout the city's underbelly, and as his reputation grows among the dregs of society, knowledge of Zenos's esteem reaches the wrong ears.;https://demonicscans.org/manga/The-Brilliant-Healer%2527s-New-Life-in-the-Shadows-%2528MangaToon%2529
The Chairman of Pharmaceutical Company is a Poison King;;32;300 years later... On an Earth shrouded in mana. I was a 'Mana Rejector'--someone for whom that very mana was a deadly poison. Then one day, as I was waiting for death, unable to even Awaken...I connected with an identical soul from another dimension. The soul of the Absolute Ruler of the Murim... The Absolute Poison Demon, Dang Gunak;https://demonicscans.org/manga/The-Chairman-of-Pharmaceutical-Company-is-a-Poison-King
The Chosen SSS-Rank;;39;"On October 31st, 2024, the Great Cataclysmhappned. Ever since, the world has turned into a hell swarming with grotesque monsters. The only ones capable of fighting back were the Chosen Ones, those who possess superhuman powers. K, an S-Rank Chosen One, fought life-and-death battles against the monsters as a dog hired by the organization. However, in one such battle, he loses his life... But when K, who was supposed to be dead, awakens, he finds himself in the body of a baby. What's more, time has rewound to the year 2020! Somehow, he had been reincarnated 4 years before the ""Great Cataclysm"" occurred! To stop the impending doom, K once again confronts his destiny!";https://demonicscans.org/manga/The-Chosen-SSS%25252DRank
The Clan's Failure Was Once the Continent's Strongest;;47;"""Is this... hell?"" Bakuto Yaemori, once called the strongest on the continent, is suddenly betrayed by his comrades and dies filled with regret. When he opens his eyes again, he sees people staring at him with puzzled expressions. Bakuto Yaemori has been reborn as a university student from a prestigious family. However, this new Bakuto has a weak body and is ostracized by his clan--even bullied by his classmates. With the pride of being ""the strongest in his previous life"" burning in his chest, Bakuto begins training once more. He vows revenge against those who betrayed him and resolves to reclaim his position as the strongest. But troubles keep piling up around him one after another... Thus begins an exhilarating revenge story of the strongest warrior possessing the weakest body! Genre: Reincarnation fantasy, Revenge, Weak-to-strong progression, Academy setting";https://demonicscans.org/manga/The-Clan%255C%2527s-Failure-Was-Once-the-Continent%255C%2527s-Strongest
The Cloud Dream of the Nine - Zero;;48;What if The Dream of Nine Clouds was just the title--and nothing more? 20-year-old Yang Soyu is an ordinary Korean man... until the day he's summoned to another world. No status windows, no cheat skills--just guts, grit, and a world full of dragons. With nothing but his will to survive, Soyu rises through the chaos and hunts down a dragon. But when he finally returns to Earth, nothing is quite the same. This isn't the world he left behind-- This is just the beginning of a modern action-fantasy with zero limits;https://demonicscans.org/manga/The-Cloud-Dream-of-the-Nine-%25252D-Zero
The Cold-Blooded Warrior;;68;"Han Jaewoo is a sweat in the world-famous game ""Savior Of Humanity."" Once a hardcore player, now drowning in debt in his tiny room. His long-awaited showdown with a demon lord ends in an unexpected failure. The debt collectors are closing in... and all that's left to him are despair and stubborn grit. That's when Aquila, the administrator, appears with an offer: ""Don't you want to see it? The true happy ending of this game..."" With a prize of 25 million dollars on the line, and the path to the true ending finally revealed, he accepts it. However, there's a catch: He's thrown back into the game world with all his stats reduced to rock bottom. ""Thanks for the ""realism,"" Aquilla... Screw it. I'm clearing this damn thing!""";https://demonicscans.org/manga/The-Cold%25252DBlooded-Warrior
The Concept-Grasping Magical Genius;;61;Pauline became a mother figure to Rowan, who had lost everything. After Pauline left, Rowan grieved her and awakened to a power called 'Mana'. What's more, Rowan could even see the Mana of other people! Through mana, even though he's apart from Pauline, he can always feel like she's with him... One day, Rowan encounters a shocking sight of Pauline, who he believed had left for a noble family.;https://demonicscans.org/manga/The-Concept%25252DGrasping-Magical-Genius
The Dan Family's Good-For-Nothing Is Too Strong;;44;Ju Hong-mun, a low-ranking warrior who secretly learned the secret martial arts techniques of the Dan family. However, he crumbles helplessly before the Black Flame Cult's attack, and ultimately meets his death while lamenting his lowly status. ...But when he opens his eyes?;https://demonicscans.org/manga/The-Dan-Family%255C%2527s-Good%25252DFor%25252DNothing-Is-Too-Strong
The Dark Mage ~ I am the Only Transcendant Mage who Regressed with Cheat Skills;;60;suddenly appeared around the world, resulting in the awakening of humans. Those who possess skills are called [Colored], meanwhile those who are excellent are granted the title of . Kurosaki Rei, who has no skills, is discriminated and called . Compared to him, his brother who is recognized as the . Regardless, Rei couldn't give up his dream to become a . 10 years after the first appearance of the the , a powerful entity emerged and threatened to destroy the whole world. The entity is known as the . Against the overwhelming power of the god, Rei had awakened a skill called , and then stole the power of the god....! Using this new power, he gained the power to fight against the time itself and flew into the past to start over everything.;https://demonicscans.org/manga/The-Dark-Mage-%257E-I-am-the-Only-Transcendant-Mage-who-Regressed-with-Cheat-Skills
The Dark Swordsman Returns;;62;"On a battlefield at the brink of annihilation, unknown soldier Gray Lee had his chest pierced through--and he awaited death. Only humanity's strongest heroes--the Sword Saint, the Divine Archer, the Great Sage, and the Ultimate Shield--stood a chance against the ""Liquidator,"" a deadly enemy capable of burning down an entire continent in a single day. Yet even those heroes fell, one by one, until all hope was lost... ...At least, that's what it should've been. ""I got pierced through the heart, but I'm still alive?"" Gray did not die. Instead, he was guided by Chronos, the Master of Time. He was bestowed an unknown power, and with it he delivered a powerful blow to the Liquidator, shaking the threads of fate itself. But just as a chance of victory appeared, another beam of light struck, Gray's body reducing to nothing... ...and Chronos's voice thundered, ""I shall send you to the past. Save this world."" The next thing Gray knew, he woke up in his hometown, which should long have been destroyed. It was the place he started his life of a loser--and was now the stage for his second chance. ""This time, I will survive!"" With the power to transcend time and his memories of the future, Gray sets out to become a warrior even stronger than the heroes.";https://demonicscans.org/manga/The-Dark-Swordsman-Returns
The Demonic Cult Instructor Returns;;64;The Central Plains fell to the invasion of the Demon Realm. A martial artist, Sa Bigang, was ultimately dragged into that infernal world. After surviving the brink of death and enduring hell itself, he awakens ten years before the invasion ever began. And now, Sa Bigang sets out to stop the Demon Realm's return. To do that, he must restore order to the murim and build the ultimate force: the Undefeatable Corps. As the man who will rewrite the past and safeguard the future... This time, he will never lose.;https://demonicscans.org/manga/The-Demonic-Cult-Instructor-Returns
The Detective's Demonic Chronicles;;31;"A bizarre case of sudden death shakes the city of Tendoku. All signs point to a mysterious drug known as ""Faust."" As detective Subaru Shizuhara and officer Sumire Natsuno delve deeper into the investigation, they uncover a terrifying truth: everything is part of a ritual to summon a demon into this world. But then, Sumire realizes something even more horrifying-- a demon is hiding... inside Subaru.";https://demonicscans.org/manga/The-Detective%2527s-Demonic-Chronicles
The Devil's Advocate: Hell's Ruthless Prosecutor;;42;"Isaku Honjo is a cold-hearted prosecutor who will fabricate evidence if that is what it takes to see criminals punished. One day, he dies in an unexpected accident together with his wife and daughter and falls into Hell. There, a ""Millennial Festival"" held by demons is underway. The demon Bune singles Isaku out as a candidate to serve as his ""devil's proxy"" and offers him a contract: if he participates in the festival and obtains the legendary Ring of Solomon, any wish will be granted--he and even his family can be brought back to life. Forming the contract, Isaku throws himself into the Millennial Festival as Bune's agent, wielding the sword of judgment against demons themselves. Will he succeed in claiming the Ring of Solomon? A top-tier dark fantasy about a star prosecutor who now passes sentence on devils in the depths of Hell.";https://demonicscans.org/manga/The-Devil%2527s-Advocate%253A-Hell%2527s-Ruthless-Prosecutor
The Eldest Son of the Marquis House is a Martial Artist;;40;In a fantasy world in a novel, I am the only one using martial arts.;https://demonicscans.org/manga/The-Eldest-Son-of-the-Marquis-House-is-a-Martial-Artist
The Eternal Support Mage Becomes the Strongest Sage;;49;"Thor, a former hero's party member, teaches unpopular support magic at a magic university--until saving a student gets him fired. With nowhere else to go, he follows that very student, Reina, to the empire next door, where a princess hires him as a court magician.Though he underestimates himself, Thor's support magic is actually extraordinary, and his former students are already achieving greatness worldwide. Determined to at least look cool in front of them, the ""useless"" teacher begins his new life, unwittingly as the strongest sage.";https://demonicscans.org/manga/The-Eternal-Support-Mage-Becomes-the-Strongest-Sage
The Eunuch's Second Life;;50;"""Jang Jinmyeong"", a martial arts master who mastered the forbidden technique ""Gyuhwa Bojeon"", reached the peak of power--only to be branded a traitor and thrown off a cliff. Just before his death, he realizes two grave mistakes: He gained immense power through Gyuhwa Bojeon at the cost of losing his manhood. He failed to eliminate the vile traitors Wang Jin and Seop Pyeong when he had the chance. But instead of dying, Jinmyeong awakens in a mysterious realm, where he encounters the original copy of Gyuhwa Bojeon , and is sent 32 years back in time--right before he lost his manhood. Now, with his body intact and the power of Gyuhwa Bojeon still coursing through him, Jinmyeong embarks on a new path. This time, he will correct the regrets of his past life... and seek vengeance against Wang Jin and Seop Pyeong, the men who betrayed him.";https://demonicscans.org/manga/The-Eunuch%2527s-Second-Life
The Fake Master Who Accidentally Became the Strongest;;46;"One day, I was involved in a traffic accident, and when I woke up, I had been reincarnated as a genius teacher at a magic academy named Chris. But whether it was a trick of the gods or fate, this person had a major flaw. In this world where every living being except monsters can use magic, she was an ""illegal player""--someone completely unable to use magic. There was only one way to avoid being deemed a monster and executed: I had to fully play the role of a ""lazy but secretly talented teacher"" and keep fooling the gifted students around me. However, maybe I played the role too well... ""I'll follow you forever, Sensei!"" ""I swear my loyalty to Chris Daughton!"" Even though I'm just an ordinary reincarnated person with no magic, I somehow ended up with a bunch of overly enthusiastic disciples, and now things are even more complicated... Ah, maintaining a character persona is truly hard.";https://demonicscans.org/manga/The-Fake-Master-Who-Accidentally-Became-the-Strongest
The Former Mercenary's Life As A Prosecutor;;44;"The ones who took away my entire life, they will pay for it."" To uncover the secret behind his mother's death, legendary mercenary Lee Jeong-hwan returns as a prosecutor. His revenge begins against those who took his mother's life and trampled on his once-ordinary existence. Threats that stand in his way will be dealt with by force, and those who deserve judgment will be dealt by the law.";https://demonicscans.org/manga/The-Former-Mercenary%255C%2527s-Life-As-A-Prosecutor
The Former Strongest Hero Lives as a Side Character;;44;"Blanc, the most powerful Grade-0 Adventurer, known across the world as the Black Emperor. After slaying the Black Dragon that plunged the world into despair, he became a legendary hero. And then, he made a shocking declaration: ""I'm retiring from being a Grade-0 Adventurer."" Now walking a new path, Blanc--once hailed as the strongest--takes on humble odd jobs as he begins a quiet journey of self-discovery. From Miku, the creator of ""The Fruit of Evolution"", comes a bold new fantasy brought to life on an epic scale!";https://demonicscans.org/manga/The-Former-Strongest-Hero-Lives-as-a-Side-Character
The Fortune-Making Crafter: Unrivaled in Business with an Unfavored Class;;30;"In a world where people enter dungeons dreaming of getting rich overnight, Souma spends his days passionately crafting items despite having the unlucky job class of ""Crafter."" But one day, his younger sister suddenly turns into a monster. To restore her to normal, they somehow need 100 million gold. Hunt, craft, and sell. A thrilling dungeon battle story begins.";https://demonicscans.org/manga/The-Fortune%25252DMaking-Crafter%253A-Unrivaled-in-Business-with-an-Unfavored-Class
